geoid,cplace
"06059063008",Newport Beach
"06059110001",
"06071006201",
"06071006301",
"06071006401",
"06071006402",
"06085504102",
"06085503313",San Jose
"06085503315",San Jose
"06075012700",San Francisco
"06075012800",San Francisco
"06085503323",San Jose
"06075015100",San Francisco
"06075015200",San Francisco
"06071007106",
"06037271400",Los Angeles
"06071006500",
"06071006700",Colton
"06071007000",Colton
"06085503321",San Jose
"06071007107",
"06067000200",Sacramento
"06077002000",
"06071007108",Colton
"06071007200",
"06077001500",
"06077001600",
"06077001700",
"06037408137",
"06077001900",Stockton
"06085504311",San Jose
"06075016600",San Francisco
"06085504314",San Jose
"06085504315",San Jose
"06075016200",San Francisco
"06077002100",
"06077002300",Stockton
"06071004202",San Bernardino
"06071004401",San Bernardino
"06059011711",
"06071004201",San Bernardino
"06059011712",
"06001423500",Berkeley
"06059063102",
"06059011715",
"06059011716",Placentia
"06001423602",Berkeley
"06059042114",San Clemente
"06001423400",Berkeley
"06001427600",Alameda
"06059042305",
"06059042307",Laguna Hills
"06075016000",San Francisco
"06059063010",Newport Beach
"06059063101",
"06075016300",San Francisco
"06075016400",San Francisco
"06059063103",
"06059063201",Costa Mesa
"06075015700",San Francisco
"06075015900",San Francisco
"06001433000",San Leandro
"06001433200",San Leandro
"06001433300",San Leandro
"06001433400",San Leandro
"06001433500",San Leandro
"06001433102",San Leandro
"06077003112",Stockton
"06077002701",Garden Acres
"06077002702",Garden Acres
"06001436602",Hayward
"06077003106",
"06001440307",Union City
"06037601001",Inglewood
"06001433800",
"06001440308",Union City
"06037601100",Inglewood
"06001441200",Fremont
"06001441301",Fremont
"06001441302",Fremont
"06077003108",Stockton
"06077003111",Stockton
"06077003113",Stockton
"06077003203",
"06001440331",Union City
"06001433900",Ashland
"06077003205",
"06077003208",
"06001434000",Ashland
"06001436700",Hayward
"06001435500",
"06001435800",San Lorenzo
"06077003209",Stockton
"06077003210",
"06077003213",Stockton
"06077003214",Stockton
"06001435900",San Lorenzo
"06001436000",San Lorenzo
"06001436800",Hayward
"06001436100",San Lorenzo
"06001436200",
"06001436300",
"06001436401",
"06075016900",San Francisco
"06113010511",Davis
"06113010512",Davis
"06001436900",Hayward
"06001437000",Hayward
"06001437200",Hayward
"06037601202",Inglewood
"06001437300",Hayward
"06001437400",Hayward
"06001437600",Hayward
"06077003306",Stockton
"06077003601",
"06001437900",Hayward
"06001438100",Hayward
"06001438201",Hayward
"06001438400",Hayward
"06001437800",Hayward
"06113010513",Davis
"06001440200",Union City
"06001440304",Union City
"06037601212",Inglewood
"06001432200",San Leandro
"06001432300",San Leandro
"06007000601",Chico
"06093000701",
"06093001200",
"06001440305",Union City
"06001432700",San Leandro
"06001432502",San Leandro
"06093000800",
"06001433103",San Leandro
"06065041912",Corona
"06093000900",
"06093000300",
"06093000702",
"06081608013",Foster City
"06013302009",Antioch
"06013302007",Oakley
"06073017050",Poway
"06037920116",
"06037219300",Los Angeles
"06037920119",
"06059001103",La Habra
"06037920338",
"06013346204",
"06067008905",Rancho Cordova
"06013346203",Danville
"06007000501",
"06013360101",
"06067009307",Elk Grove
"06013355109",Antioch
"06007000502",
"06013355113",
"06013334006",Concord
"06013392200",
"06095252316",Fairfield
"06095253206",
"06067004201",Sacramento
"06095253205",Vacaville
"06085501501",San Jose
"06067001200",Sacramento
"06095253204",
"06085501502",San Jose
"06073010014",
"06037221601",Los Angeles
"06037222001",Los Angeles
"06037980031",
"06067001300",Sacramento
"06099000402",
"06007000202",Chico
"06013355111",Antioch
"06065044927",Palm Desert
"06013302008",
"06007000700",Chico
"06085504700",
"06085501600",San Jose
"06007001100",
"06007000800",Chico
"06067001400",Sacramento
"06085502101",
"06085502102",
"06085502201",San Jose
"06085502907",San Jose
"06085502202",
"06007001200",
"06007001300",
"06007002800",
"06065043250",Temecula
"06037218120",Los Angeles
"06007003100",
"06037212203",Los Angeles
"06085502701",
"06085502800",
"06085503110",San Jose
"06085502903",San Jose
"06085502906",San Jose
"06067001500",Sacramento
"06085502400",San Jose
"06037530902",East Los Angeles
"06037221110",Los Angeles
"06037212303",Los Angeles
"06085510200",
"06037201200",Los Angeles
"06037573002",Long Beach
"06085512309",
"06085512503",
"06037296600",Los Angeles
"06085504601",
"06037575300",Long Beach
"06085510001",
"06037406102",Covina
"06085500500",
"06085512100",
"06037554001",Bellflower
"06053010505",Salinas
"06085507402",
"06007000604",Chico
"06037227010",Los Angeles
"06085503336",San Jose
"06071025100",
"06037530301",East Los Angeles
"06037204420",Los Angeles
"06053011204",
"06037571200",Long Beach
"06067007415",Foothill Farms
"06037408503",
"06037404701",Baldwin Park
"06037211320",Los Angeles
"06037403303",
"06037272100",Los Angeles
"06037206300",Los Angeles
"06037267501",Los Angeles
"06037403403",Walnut
"06037407302",West Puente Valley
"06037209403",Los Angeles
"06037208902",Los Angeles
"06061022200",
"06037433901",El Monte
"06047000504",
"06061023800",
"06071003801",Rialto
"06061022600",Roseville
"06037139303",Los Angeles
"06067008140",Citrus Heights
"06061023400",
"06037120010",Los Angeles
"06037117510",Los Angeles
"06037576501",Long Beach
"06037294810",Los Angeles
"06071011102",
"06061023700",Lincoln
"06037135201",Los Angeles
"06037119400",Los Angeles
"06037113213",Los Angeles
"06037920013",Santa Clarita
"06111000701",Santa Paula
"06047000602",Atwater
"06037920312",
"06111003801",Oxnard
"06037500201",
"06037535501",South Gate
"06037501600",
"06037237300",Los Angeles
"06037408402",
"06071000504",Chino
"06071001906",Ontario
"06067008008",Fair Oaks
"06071002022",
"06067009110",Rosemont
"06071002017",Rancho Cucamonga
"06071001501",Ontario
"06047000603",
"06071002034",Rancho Cucamonga
"06071003505",Rialto
"06071004510",San Bernardino
"06037404901",Baldwin Park
"06037189701",Los Angeles
"06037183620",Los Angeles
"06037143800",Los Angeles
"06071007904",
"06071009117",
"06067003501",Sacramento
"06071009110",
"06047000701",
"06071009118",
"06071012002",
"06071012101",
"06071012103",
"06071009913",
"06023000200",Eureka
"06023000900",
"06023010400",
"06023011200",
"06071010422",
"06071010420",
"06071010803",
"06071011205",Big Bear Lake
"06037552900",Norwalk
"06037603704",
"06071000113",
"06071010419",
"06071002703",Rialto
"06071009201",
"06037242300",Los Angeles
"06037535503",South Gate
"06071004603",San Bernardino
"06037534201",Bell Gardens
"06071009116",
"06071010901",
"06071011403",Big Bear City
"06071011101",
"06071025000",
"06037530102",Montebello
"06037551202",Downey
"06071012400",
"06071012700",Ontario
"06037541700",Lynwood
"06071012500",Colton
"06023000100",Eureka
"06023000400",
"06037535701",South Gate
"06001406100",Oakland
"06023000300",
"06111005205",
"06111003010",Oxnard
"06023000800",
"06037502302",
"06037400205",
"06019005514",Clovis
"06019005512",Clovis
"06019005513",Clovis
"06019005510",Fresno
"06019007002",Selma
"06019007003",
"06019007202",
"06019007100",
"06047000801",
"06019005602",Clovis
"06029004402",Wasco
"06047000702",
"06019005408",Fresno
"06047000802",
"06037533603",Bell
"06037980015",Los Angeles
"06085501402",San Jose
"06047001501",
"06047000902",
"06047001003",
"06047001402",
"06019004303",
"06005000101",
"06005000304",
"06047001401",
"06053014202",Marina
"06047001601",
"06053014201",Marina
"06047001602",
"06029004800",Delano
"06029004901",Delano
"06029005403",
"06019005405",Fresno
"06019005504",Fresno
"06037535702",South Gate
"06037262601",Los Angeles
"06073017051",San Diego
"06073021900",National City
"06073020028",San Marcos
"06073013421",Chula Vista
"06073021206",
"06067007602",Carmichael
"06073021500",San Diego
"06019005507",Fresno
"06067005508",
"06029005404",
"06053000101",
"06073017109",Carlsbad
"06029005401",
"06071008002",Redlands
"06037620501",Redondo Beach
"06071003506",
"06071008401",
"06085504504",Milpitas
"06047001004",Merced
"06047001005",
"06047001101",Merced
"06067003600",Sacramento
"06071008402",Redlands
"06071008404",Redlands
"06047001301",Merced
"06071008800",Yucaipa
"06047001200",
"06047001302",Merced
"06033000502",
"06047001700",
"06037620400",Manhattan Beach
"06047001801",
"06047002201",
"06037620601",Redondo Beach
"06073019809",
"06061022800",Roseville
"06073020029",San Marcos
"06111003700",Oxnard
"06073000400",San Diego
"06073020309",
"06073021205",Alpine
"06073021400",San Diego
"06073022100",Carlsbad
"06037534900",Florence-Graham
"06071000404",
"06037300100",
"06037535101",Florence-Graham
"06071008200",Redlands
"06073000300",San Diego
"06083002606",
"06083003102",
"06037535102",Florence-Graham
"06073000500",San Diego
"06073000600",San Diego
"06037300501",
"06111002700",San Buenaventura (Ventura)
"06083002915",
"06111002800",
"06111003605",Oxnard
"06111003608",Oxnard
"06037535802",South Gate
"06083001704",
"06083980100",
"06083990000",
"06075031302",San Francisco
"06073003103",San Diego
"06073003105",San Diego
"06075032601",San Francisco
"06053013000",Monterey
"06037310701",Burbank
"06053010603",Salinas
"06111003900",Oxnard
"06053013300",
"06053013500",Seaside
"06053013700",Seaside
"06053013800",Seaside
"06053000102",Salinas
"06053010604",Salinas
"06053010605",Salinas
"06053010900",Soledad
"06053013900",Seaside
"06053014000",
"06039000700",
"06111004000",Oxnard
"06039000509",
"06039000507",
"06039000400",
"06111004101",Oxnard
"06053012100",Pacific Grove
"06111004200",Port Hueneme
"06111004503",Oxnard
"06111004504",Oxnard
"06037535200",Florence-Graham
"06085504505",
"06037577602",
"06037577603",
"06111008401",Simi Valley
"06037599000",Avalon
"06037600100",Westmont
"06037600201",Westmont
"06111007513",
"06111007609",Moorpark
"06037600302",Westmont
"06037535803",South Gate
"06061021128",Rocklin
"06061022100",
"06061023500",
"06061023100",Roseville
"06061022900",Rocklin
"06037535300",Florence-Graham
"06061023600",Lincoln
"06037504002",La Mirada
"06037504101",La Mirada
"06075020200",San Francisco
"06107002204",Tulare
"06107002203",
"06037535400",Florence-Graham
"06037530003",
"06037530004",Montebello
"06037535502",South Gate
"06075020900",San Francisco
"06065042743",Menifee
"06065043010",
"06065046601",Norco
"06065047201",Desert Edge
"06037551300",Downey
"06065047900",Corona
"06059980000",Anaheim
"06075021000",San Francisco
"06065048200",Corona
"06059062648",
"06059011300",Fullerton
"06037535605",South Gate
"06059087505",Anaheim
"06075021100",San Francisco
"06037551600",Downey
"06111003802",Oxnard
"06111004305",
"06111004711",Oxnard
"06111004715",
"06111004717",
"06111005003",
"06075021200",San Francisco
"06111005802",Thousand Oaks
"06075021300",San Francisco
"06037600502",Inglewood
"06037600601",Inglewood
"06037600602",Inglewood
"06037600702",Inglewood
"06037600703",Inglewood
"06075021400",San Francisco
"06037600802",Inglewood
"06037600902",Inglewood
"06037600911",Inglewood
"06067009312",Vineyard
"06067003202",Sacramento
"06061023300",
"06053001801",
"06037530005",Montebello
"06037530101",Montebello
"06067007424",North Highlands
"06053010608",Salinas
"06053010506",
"06053000702",Salinas
"06037535804",South Gate
"06037530202",
"06037530203",Montebello
"06037530204",Montebello
"06067002700",Sacramento
"06067009406",
"06065043227",
"06037540700",Willowbrook
"06065043228",Murrieta
"06065043229",Murrieta
"06075021500",San Francisco
"06065043242",French Valley
"06065048300",Moreno Valley
"06037555102",
"06037535607",South Gate
"06037536102",South Gate
"06067000300",Sacramento
"06037536200",
"06037540000",
"06037540101",Lynwood
"06065048700",Moreno Valley
"06065049100",Indio
"06065049400",Indio
"06065049800",Murrieta
"06037540202",Lynwood
"06037540203",Lynwood
"06037551700",Downey
"06037551800",Downey
"06037551900",Norwalk
"06029002900",Bakersfield
"06037552100",Norwalk
"06037552200",Norwalk
"06067000500",Sacramento
"06067001800",Sacramento
"06111007610",Moorpark
"06111007611",Moorpark
"06111008600",Oxnard
"06029003112",Bakersfield
"06111008700",Oxnard
"06111008800",Oxnard
"06111008900",Oxnard
"06111009100",Oxnard
"06037601302",Inglewood
"06037601401",Inglewood
"06067000600",Sacramento
"06067000700",Sacramento
"06067000800",Sacramento
"06053001802",Salinas
"06053000502",Salinas
"06053000501",Salinas
"06053980000",
"06067008912",Rancho Cordova
"06037530400",
"06037530500",East Los Angeles
"06037530302",East Los Angeles
"06029003113",Bakersfield
"06037530601",East Los Angeles
"06037530602",East Los Angeles
"06053010607",Salinas
"06111001206",
"06037540300",Lynwood
"06037540400",
"06037540501",Lynwood
"06037540600",Willowbrook
"06085508703",Sunnyvale
"06037540800",
"06037540901",West Rancho Dominguez
"06037540902",West Rancho Dominguez
"06075012401",San Francisco
"06075012501",San Francisco
"06065045110",La Quinta
"06067008207",Orangevale
"06067009501",
"06085508900",Sunnyvale
"06037273700",Los Angeles
"06037273800",Los Angeles
"06111003012",
"06111000303",
"06067009403",
"06037274100",Los Angeles
"06085512019",San Jose
"06085512020",San Jose
"06085512021",San Jose
"06067006004",Arden-Arcade
"06067005001",Florin
"06067007906",Carmichael
"06067009314",Elk Grove
"06083002211",
"06067009007",Rancho Cordova
"06067009008",Rancho Cordova
"06067009106",La Riviera
"06037192520",Los Angeles
"06085512022",San Jose
"06067001700",Sacramento
"06067001600",Sacramento
"06037192610",Los Angeles
"06067009107",La Riviera
"06067009601",
"06067009608",
"06037192700",Los Angeles
"06085509000",Sunnyvale
"06085509102",Sunnyvale
"06097154202",
"06065043308",
"06067009105",La Riviera
"06065042515",Moreno Valley
"06065042517",Moreno Valley
"06065042513",Moreno Valley
"06097150305",
"06097151601",
"06067009404",
"06065042519",Moreno Valley
"06085510002",Los Altos
"06065040605",Jurupa Valley
"06037238310",Los Angeles
"06085510100",
"06075032902",San Francisco
"06075047802",San Francisco
"06075012301",San Francisco
"06067008122",Fair Oaks
"06037238320",Los Angeles
"06085505100",
"06085512023",San Jose
"06085507205",
"06085508800",Sunnyvale
"06065040403",Jurupa Valley
"06065040501",Jurupa Valley
"06037222500",Los Angeles
"06065040503",Jurupa Valley
"06065040603",
"06065040604",Jurupa Valley
"06071009710",Apple Valley
"06067008129",
"06067008130",
"06071009800",Victorville
"06071010013",
"06071010018",Hesperia
"06037221710",Los Angeles
"06037221900",Los Angeles
"06037222100",Los Angeles
"06037222200",Los Angeles
"06071010019",Hesperia
"06071000401",
"06071005800",San Bernardino
"06071008708",Yucaipa
"06037235100",Los Angeles
"06037224010",Los Angeles
"06037224020",Los Angeles
"06037234300",Los Angeles
"06037234600",Los Angeles
"06037234700",Los Angeles
"06037265100",Los Angeles
"06037265301",Los Angeles
"06037265303",Los Angeles
"06071010014",Hesperia
"06071010020",Hesperia
"06037238400",Los Angeles
"06113010902",Woodland
"06071010004",
"06037239320",Los Angeles
"06113011001",Woodland
"06037237720",Los Angeles
"06037237800",Los Angeles
"06037238000",Los Angeles
"06037238100",Los Angeles
"06037238200",Los Angeles
"06037211000",Los Angeles
"06037211120",Los Angeles
"06037211310",Los Angeles
"06037211410",Los Angeles
"06037211500",Los Angeles
"06037211701",Los Angeles
"06037211910",Los Angeles
"06037212202",Los Angeles
"06037212204",Los Angeles
"06037212304",Los Angeles
"06037212306",Los Angeles
"06065040702",Norco
"06037212900",Los Angeles
"06037213100",Los Angeles
"06065045207",Indio
"06065043309",Hemet
"06067008124",Citrus Heights
"06067008125",Citrus Heights
"06067008127",
"06037552700",Norwalk
"06113011002",Woodland
"06113011101",Woodland
"06113011205",Woodland
"06113011103",Woodland
"06065041001",Riverside
"06037224200",Los Angeles
"06037224320",Los Angeles
"06037224420",Los Angeles
"06113010201",West Sacramento
"06113011203",Woodland
"06065042210",Riverside
"06113011204",Woodland
"06037224600",Los Angeles
"06037224700",Los Angeles
"06037265420",Los Angeles
"06037265520",Los Angeles
"06015990000",
"06037235201",Los Angeles
"06037235202",Los Angeles
"06037269800",Los Angeles
"06037236000",
"06037236100",Los Angeles
"06037236202",Los Angeles
"06065042708",Menifee
"06065042402",Moreno Valley
"06065042403",Moreno Valley
"06065042404",Moreno Valley
"06065042706",Perris
"06113010203",
"06113010204",West Sacramento
"06065044907",Cathedral City
"06065045704",Coachella
"06113010509",
"06067008134",
"06065031001",Riverside
"06065031002",Riverside
"06037227020",Los Angeles
"06037228100",Los Angeles
"06065040703",
"06067008128",Citrus Heights
"06037228210",Los Angeles
"06037228220",Los Angeles
"06065041002",Riverside
"06067008131",
"06037228310",Los Angeles
"06037228320",Los Angeles
"06037228420",Los Angeles
"06081600700",Daly City
"06081600800",Daly City
"06081600900",
"06113010510",
"06095250300",Vallejo
"06067008132",Citrus Heights
"06067008133",Carmichael
"06037228710",Los Angeles
"06037269000",Los Angeles
"06037269100",Los Angeles
"06065042520",Moreno Valley
"06037269300",Los Angeles
"06037269500",Los Angeles
"06037269700",Los Angeles
"06037228800",Los Angeles
"06037228900",Los Angeles
"06067009609",Sacramento
"06067009610",Sacramento
"06067009619",Elk Grove
"06067008139",
"06113010602",
"06067002600",Sacramento
"06037237710",Los Angeles
"06037239330",Los Angeles
"06037240700",Los Angeles
"06037240800",Los Angeles
"06065042709",
"06037241400",Los Angeles
"06067008141",Citrus Heights
"06067008142",Citrus Heights
"06065042711",Menifee
"06065042714",
"06065042904",
"06065045209",Indio
"06067008135",Citrus Heights
"06037229420",Los Angeles
"06081601000",
"06067008136",Citrus Heights
"06067008138",Citrus Heights
"06067008143",Citrus Heights
"06067008144",Orangevale
"06037231100",Los Angeles
"06037231220",Los Angeles
"06037262302",Los Angeles
"06037229300",Los Angeles
"06037229410",Los Angeles
"06065043003",Lake Elsinore
"06065043211",Murrieta
"06037271200",Los Angeles
"06065043220",Temecula
"06065043306",Hemet
"06065045302",Indio
"06065043307",Hemet
"06065044805",Palm Springs
"06001406601",Oakland
"06065045501",Indio
"06037240500",Los Angeles
"06037270200",Los Angeles
"06037270300",Los Angeles
"06037271300",Los Angeles
"06029005900",
"06113010605",
"06037534403",Cudahy
"06113010606",Davis
"06113010607",
"06065044916",
"06081601700",South San Francisco
"06081601800",
"06113010704",Davis
"06065042406",Moreno Valley
"06065042405",Moreno Valley
"06113010701",Davis
"06113010703",Davis
"06065043310",
"06067008208",Orangevale
"06065043311",
"06037272301",Los Angeles
"06065043312",
"06065043313",East Hemet
"06065045502",Indio
"06065044806",Palm Springs
"06001437102",Hayward
"06001435601",Cherryland
"06067008145",
"06067008203",Orangevale
"06067008204",Orangevale
"06037273100",Los Angeles
"06065044911",
"06067008510",Folsom
"06113010800",Woodland
"06113010901",Woodland
"06067008206",
"06067008209",Folsom
"06037231800",Los Angeles
"06037231900",Los Angeles
"06037232110",Los Angeles
"06065044915",Cathedral City
"06067009637",Elk Grove
"06067007301",
"06067988300",Folsom
"06067007101",
"06067007105",Sacramento
"06071010010",Hesperia
"06067008705",
"06067009326",Vineyard
"06067009330",Vineyard
"06067001101",Sacramento
"06053013400",Del Rey Oaks
"06071009709",Apple Valley
"06071010012",
"06067009614",
"06067009615",Elk Grove
"06067009616",Elk Grove
"06037232300",Los Angeles
"06071010011",Hesperia
"06071010016",Hesperia
"06037232400",Los Angeles
"06065041809",Corona
"06065041810",Corona
"06037232500",Los Angeles
"06037232600",Los Angeles
"06037540201",Lynwood
"06065041812",Corona
"06065041813",Corona
"06065042407",Moreno Valley
"06037232700",Los Angeles
"06065042408",Moreno Valley
"06065042409",Moreno Valley
"06001437701",Hayward
"06065042410",Moreno Valley
"06065042411",Moreno Valley
"06037240600",Los Angeles
"06065043314",East Hemet
"06065043315",East Hemet
"06065043404",Hemet
"06065043401",Hemet
"06065043403",Hemet
"06053011202",
"06081601300",
"06001451501",
"06087121500",Twin Lakes
"06001408000",Oakland
"06037532400",
"06037532800",Florence-Graham
"06037501501",
"06037408202",
"06037552800",Norwalk
"06087121600",
"06001441401",Fremont
"06069000502",
"06069000501",
"06065040202",Jurupa Valley
"06065031704",Riverside
"06031001402",Corcoran
"06069000701",
"06065043505",Hemet
"06065045604",
"06065042007",
"06087121800",
"06001441700",Fremont
"06067009111",Rosemont
"06037553000",Norwalk
"06069000801",
"06087122100",
"06087100600",Santa Cruz
"06083001000",Santa Barbara
"06087100100",
"06029002819",Bakersfield
"06037194500",Los Angeles
"06001432400",San Leandro
"06065040204",Jurupa Valley
"06001404300",Oakland
"06065040203",Jurupa Valley
"06065040303",Jurupa Valley
"06099002302",
"06037601502",Lennox
"06077004403",Lodi
"06065040402",
"06033000600",
"06033000900",
"06033001300",
"06033001000",
"06037601402",Inglewood
"06083002708",Lompoc
"06033000400",
"06033001100",
"06111003011",Oxnard
"06111005801",Thousand Oaks
"06111007405",
"06111007511",
"06111007512",
"06029000200",Oildale
"06029000300",Oildale
"06099000908",
"06107003502",
"06037601600",
"06099003908",Turlock
"06107003501",
"06037601700",
"06037601801",
"06059990100",
"06037601802",
"06099000302",
"06099000501",
"06099002603",Ceres
"06059062649",
"06025011500",El Centro
"06059032058",
"06037602002",Hawthorne
"06037602003",Inglewood
"06037602004",Inglewood
"06059032061",
"06037602103",Hawthorne
"06037602104",
"06041109002",
"06037530700",East Los Angeles
"06099000601",
"06041130201",
"06041130202",
"06041112201",San Rafael
"06037900501",Lancaster
"06041112202",San Rafael
"06107001901",Visalia
"06111007406",
"06111007509",
"06111007510",Thousand Oaks
"06111007613",
"06111007614",
"06111990100",
"06107001902",Visalia
"06107002002",Visalia
"06107002003",Visalia
"06107002004",Visalia
"06037530801",East Los Angeles
"06037530802",East Los Angeles
"06037530901",East Los Angeles
"06037531000",East Los Angeles
"06037531102",East Los Angeles
"06037531201",East Los Angeles
"06037531301",East Los Angeles
"06037531302",
"06037541001",West Rancho Dominguez
"06107002008",Visalia
"06107002009",Visalia
"06077005406",Tracy
"06107002302",Tulare
"06107002303",Tulare
"06065045124",
"06071002502",
"06065045217",Indio
"06037702202",Santa Monica
"06065940100",
"06037532603",Huntington Park
"06065046602",Norco
"06037900504",Lancaster
"06065046700",
"06065941200",
"06073008352",San Diego
"06065941500",
"06065042744",
"06037553400",Downey
"06065043235",
"06071002602",Fontana
"06065043278",
"06065044522",
"06037702300",Santa Monica
"06037554002",Bellflower
"06065045120",La Quinta
"06065050500",
"06065940400",
"06071002501",
"06065940600",
"06065043279",
"06073015902",El Cajon
"06037920028",Santa Clarita
"06107003601",
"06071002902",Fontana
"06037920035",Santa Clarita
"06037920036",Santa Clarita
"06037920037",Santa Clarita
"06037920038",Santa Clarita
"06065045703",Coachella
"06037920041",Santa Clarita
"06107003602",
"06107003700",
"06107003801",Porterville
"06019005909",Clovis
"06037920108",Santa Clarita
"06037800324",
"06037920109",
"06037703200",View Park-Windsor Hills
"06037800325",Westlake Village
"06037900300",
"06103000500",
"06073008351",San Diego
"06103001000",
"06073008348",San Diego
"06073008349",San Diego
"06037272302",Los Angeles
"06073008353",San Diego
"06073015801",El Cajon
"06073015901",El Cajon
"06037900607",Lancaster
"06037900703",Lancaster
"06037900705",Lancaster
"06073016000",El Cajon
"06037900803",Lancaster
"06037273200",Los Angeles
"06081612100",
"06081612500",Menlo Park
"06095251901",Vallejo
"06095251903",Vallejo
"06107004400",
"06037273300",Los Angeles
"06107003802",Porterville
"06107004102",
"06025011803",
"06025012100",Calexico
"06025012200",
"06025010600",
"06037920039",Santa Clarita
"06025011201",
"06099001604",Modesto
"06107003901",
"06071001200",Ontario
"06037920110",Santa Clarita
"06099002801",
"06099003001",
"06099001100",Modesto
"06099000907",Modesto
"06099003400",
"06099003603",
"06073008354",San Diego
"06073008355",San Diego
"06019003003",
"06073008356",San Diego
"06073008357",San Diego
"06081602200",South San Francisco
"06073008358",San Diego
"06073008359",San Diego
"06071012200",Chino
"06073016401",
"06073016301",El Cajon
"06053000104",
"06073016100",
"06073016302",El Cajon
"06037311801",Burbank
"06073016202",
"06037910301",
"06037910302",
"06071000804",
"06037273600",Los Angeles
"06081602000",
"06081602100",South San Francisco
"06037920111",Santa Clarita
"06081602400",
"06099000202",
"06071010015",Hesperia
"06081602500",South San Francisco
"06037910401",
"06037920112",Santa Clarita
"06095252000",
"06095252103",Vallejo
"06095252105",Benicia
"06095252106",Benicia
"06071009707",
"06099000403",
"06071009714",Apple Valley
"06037920322",Santa Clarita
"06099000404",
"06071009715",Apple Valley
"06037920313",
"06099000203",
"06071010009",
"06071010021",Hesperia
"06071010802",
"06071011500",
"06071011700",
"06063000100",
"06063000400",
"06063000300",
"06063000201",
"06063000202",
"06099000301",
"06037920200",
"06065045705",Coachella
"06027000300",West Bishop
"06099000201",
"06099000303",
"06073003209",
"06073003211",San Diego
"06073003212",
"06073003213",
"06019000100",Fresno
"06073008360",
"06073008502",San Diego
"06073008504",San Diego
"06073008505",San Diego
"06073016502",
"06073017104",Encinitas
"06073017107",
"06081602600",South San Francisco
"06081603700",San Bruno
"06081612600",Menlo Park
"06037920328",
"06081612700",Menlo Park
"06081612800",
"06095252107",Benicia
"06095252108",Benicia
"06095252306",Fairfield
"06095252401",Fairfield
"06095252402",
"06095252501",Fairfield
"06037920334",
"06021010100",
"06021010400",
"06021010501",
"06021010502",
"06021010300",
"06037920329",Santa Clarita
"06037920330",
"06037141500",Los Angeles
"06037137502",Los Angeles
"06037502901",
"06001444100",Newark
"06001444200",Newark
"06083000801",Santa Barbara
"06037195500",Los Angeles
"06037195600",Los Angeles
"06037195710",Los Angeles
"06037195720",Los Angeles
"06037553502",Paramount
"06067008210",Folsom
"06067008211",Orangevale
"06067008402",Folsom
"06067008403",Folsom
"06067008404",Folsom
"06067009612",Elk Grove
"06065043506",
"06073013314",
"06037531602",East Los Angeles
"06073013310",Chula Vista
"06073013313",
"06019000200",Fresno
"06067009112",Rosemont
"06067009308",Elk Grove
"06037219700",Los Angeles
"06065041905",
"06053001400",Salinas
"06067009617",Elk Grove
"06037242000",Los Angeles
"06067009618",
"06081611900",East Palo Alto
"06081611400",Atherton
"06081609603",
"06065041906",Corona
"06065042010",Mead Valley
"06037554404",Bellflower
"06065042505",
"06065042506",
"06103000400",
"06103000800",
"06037264000",Los Angeles
"06081602300",South San Francisco
"06037481712",Monterey Park
"06081609602",San Carlos
"06065042507",Moreno Valley
"06081613000",
"06037481713",Monterey Park
"06081603000",
"06065042508",Moreno Valley
"06081604500",Millbrae
"06081607600",San Mateo
"06081611100",
"06037481714",Monterey Park
"06081607000",
"06065042510",Moreno Valley
"06081604900",Millbrae
"06065043405",Hemet
"06037554512",Cerritos
"06081608004",Foster City
"06065043503",Hemet
"06081610302",
"06037264302",Los Angeles
"06081602900",
"06083000900",Santa Barbara
"06081602800",Pacifica
"06065043504",
"06081603200",
"06065043507",
"06053000200",Salinas
"06053000300",Salinas
"06053000400",Salinas
"06103000600",
"06083001101",Santa Barbara
"06083001102",Santa Barbara
"06077005130",Lathrop
"06103001100",
"06077005206",
"06103000700",
"06077004308",Lodi
"06077005208",Tracy
"06113010608",
"06077002401",Stockton
"06065045706",Coachella
"06053000800",Salinas
"06083000501",
"06083002010",Orcutt
"06083001906",
"06083002809",
"06083002808",
"06083002403",Santa Maria
"06083000502",
"06065044702",
"06077004106",
"06077004307",Lodi
"06077004704",
"06083002005",Orcutt
"06083001901",
"06083001800",
"06083000700",
"06083001500",
"06077004404",
"06077002503",Stockton
"06083001203",Santa Barbara
"06065031100",Riverside
"06065040806",
"06081609700",
"06081604700",Millbrae
"06081609500",
"06053000900",Salinas
"06081600300",
"06081608001",Foster City
"06081605000",
"06065041201",Riverside
"06065041202",Riverside
"06081608900",
"06037554514",Cerritos
"06081602700",Pacifica
"06065041403",Riverside
"06081604200",
"06065041203",Riverside
"06077005308",Tracy
"06065041404",
"06067008501",Folsom
"06037602105",Hawthorne
"06067008504",Folsom
"06065043702",
"06083002703",
"06013313206",Pittsburg
"06065043703",Valle Vista
"06067008512",Folsom
"06077004105",
"06037602106",Hawthorne
"06065043807",
"06061022300",
"06077005131",
"06077005132",Manteca
"06077005133",Manteca
"06077005134",Manteca
"06065043900",Beaumont
"06019004409",
"06019004214",Fresno
"06019005517",
"06083002303",Santa Maria
"06083001601",
"06017030706",El Dorado Hills
"06081601400",Daly City
"06019004408",Fresno
"06017030710",El Dorado Hills
"06017031900",
"06013302006",
"06013302005",Oakley
"06083002007",
"06083002906",Goleta
